rank,ticker,name,sector,cap_band,close,ret_period,bench_ret,rs_vs_bench,rs_5d,rs_21d,rs_trend,max_dd_period,bench_dd,dd_vs_bench,current_dd,peer_rs_score,vol_label,rel_vol,acc_watch,pass_trend,score,period_label,period_start,trading_days
333,UEC,URANIUM ENERGY CORP,Energy,mid,14.05,12.22,12.97,-0.75,-7.87,,STRONG_DOWN,-7.32,-0.85,-6.47,-7.32,84.09,LOW,0.8697,-,1,26.868,period_1,2026-03-30,19
334,BHE,BENCHMARK ELECTRONICS INC,Information Technology,mid,69.52,30.28,12.97,17.31,5.03,,STRONG_DOWN,-3.98,-0.85,-3.13,0.0,63.35,LOW,0.982,-,1,26.868,period_1,2026-03-30,19
335,VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,mid,74.355,14.43,12.97,1.46,-0.97,,STRONG_DOWN,-4.08,-0.85,-3.23,-0.83,84.34,LOW,0.4891,-,1,26.855,period_1,2026-03-30,19
336,BKH,BLACK HILLS CORP,Utilities,mid,74.17,7.31,12.97,-5.66,-2.63,,STRONG_UP,-5.6,-0.85,-4.75,-3.46,92.31,LOW,0.4509,-,1,26.854,period_1,2026-03-30,19
337,APLE,APPLE HOSPITALITY REIT INC,Real Estate,mid,13.19,15.4,12.97,2.43,-0.28,,STRONG_DOWN,-1.22,-0.85,-0.37,0.0,85.88,LOW,0.7988,-,1,26.847,period_1,2026-03-30,19
338,MBIN,MERCHANTS BANCORP,Financials,mid,48.96,15.2,12.97,2.23,-2.6,,STRONG_DOWN,-1.88,-0.85,-1.03,-1.86,85.41,LOW,0.5186,-,1,26.824,period_1,2026-03-30,19
339,HAFC,HANMI FINANCIAL CORP,Financials,small,30.13,15.18,12.97,2.21,6.07,,STRONG_UP,-2.16,-0.85,-1.31,0.0,85.05,LOW,0.935,-,1,26.792,period_1,2026-03-30,19
340,FCFS,FIRSTCASH HOLDINGS INC,Financials,mid,219.0,14.32,12.97,1.35,6.12,,STRONG_UP,-4.6,-0.85,-3.75,0.0,83.63,HIGH,1.5652,-,1,26.754,period_1,2026-03-30,19
341,ADEA,ADEIA INC,Information Technology,mid,30.32,31.09,12.97,18.12,1.97,,STRONG_DOWN,-1.39,-0.85,-0.54,-0.56,64.4,MED,1.0154,-,1,26.73,period_1,2026-03-30,19
342,RES,RPC INC,Energy,small,8.0,11.89,12.97,-1.08,15.21,,STRONG_UP,-9.31,-0.85,-8.46,0.0,81.82,MED,1.0479,-,1,26.652,period_1,2026-03-30,19
343,TT,Trane Technologies,Industrials,large,486.42,20.42,12.97,7.45,1.19,,STRONG_DOWN,-2.68,-0.85,-1.83,0.0,76.67,LOW,0.6511,-,1,26.53,period_1,2026-03-30,19
344,LRN,STRIDE INC,Consumer Discretionary,mid,98.12,16.57,12.97,3.6,-1.61,,STRONG_DOWN,-3.83,-0.85,-2.98,-3.83,80.56,LOW,0.5247,SHIFT,0,26.502,period_1,2026-03-30,19
345,XPEL,XPEL INC,Consumer Discretionary,small,46.63,16.84,12.97,3.87,-1.52,,STRONG_DOWN,-2.7,-0.85,-1.85,-1.48,81.25,LOW,0.4113,-,1,26.478,period_1,2026-03-30,19
346,TMDX,TRANSMEDICS GROUP INC,Health Care,mid,110.93,17.62,12.97,4.65,-2.68,,STRONG_DOWN,-6.2,-0.85,-5.35,-4.46,76.65,LOW,0.9082,PROGRESS,0,26.46,period_1,2026-03-30,19
347,PPTA,PERPETUA RESOURCES CORP,Materials,mid,29.14,15.13,12.97,2.16,-13.78,,STRONG_DOWN,-14.04,-0.85,-13.19,-14.04,72.06,LOW,0.5255,-,1,26.439,period_1,2026-03-30,19
348,GS,Goldman Sachs,Financials,large,926.91,14.77,12.97,1.8,-2.31,,STRONG_DOWN,-1.87,-0.85,-1.02,-1.57,84.7,LOW,0.5386,-,1,26.436,period_1,2026-03-30,19
349,WKC,WORLD KINECT CORP,Energy,small,26.11,13.23,12.97,0.26,9.85,,STRONG_UP,-3.22,-0.85,-2.37,0.0,85.23,HIGH,3.9476,-,1,26.384,period_1,2026-03-30,19
350,FG,F&G ANNUITIES AND LIFE INC,Financials,mid,27.99,12.73,12.97,-0.24,2.66,,STRONG_UP,-8.67,-0.85,-7.82,0.0,80.43,LOW,0.6236,SHIFT,0,26.379,period_1,2026-03-30,19
351,MAC,MACERICH REIT,Real Estate,mid,21.2,14.66,12.97,1.69,-4.2,,STRONG_DOWN,-4.93,-0.85,-4.08,-4.93,81.18,LOW,,-,1,26.254,period_1,2026-03-30,19
352,AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,large,387.24,29.82,12.97,16.85,1.11,,STRONG_DOWN,-3.5,-0.85,-2.65,0.0,62.3,MED,1.3199,-,1,26.225,period_1,2026-03-30,19
353,PACS,PACS GROUP INC,Health Care,mid,35.43,16.62,12.97,3.65,-2.32,,STRONG_DOWN,-7.87,-0.85,-7.02,-1.58,75.49,LOW,0.804,-,1,26.213,period_1,2026-03-30,19
354,LMND,LEMONADE INC,Financials,mid,65.71,11.9,12.97,-1.07,-5.05,,STRONG_DOWN,-13.13,-0.85,-12.28,-7.37,76.51,LOW,0.5229,-,1,26.209,period_1,2026-03-30,19
355,OBK,ORIGIN BANCORP INC,Financials,small,46.63,14.4,12.97,1.43,1.01,,STRONG_DOWN,-2.27,-0.85,-1.42,0.0,83.99,MED,1.2234,-,1,26.195,period_1,2026-03-30,19
356,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,mid,40.87,6.63,12.97,-6.34,-2.56,,STRONG_UP,-6.12,-0.85,-5.27,-4.13,90.38,LOW,0.6713,PROGRESS,0,26.159,period_1,2026-03-30,19
357,PRVA,PRIVIA HEALTH GROUP INC,Health Care,mid,23.84,19.08,12.97,6.11,-1.73,,STRONG_DOWN,-2.41,-0.85,-1.56,-1.0,77.43,LOW,0.7543,-,1,26.141,period_1,2026-03-30,19
358,APO,Apollo Global Management,Financials,large,124.26,13.02,12.97,0.05,-3.15,,STRONG_DOWN,-6.41,-0.85,-5.56,-3.72,81.49,LOW,0.6014,SHIFT,0,26.135,period_1,2026-03-30,19
359,SMR,NUSCALE POWER CORP CLASS A,Industrials,mid,11.96,16.68,12.97,3.71,-7.23,,STRONG_DOWN,-15.5,-0.85,-14.65,-11.86,67.5,MED,1.2814,SHIFT,0,26.129,period_1,2026-03-30,19
360,EYPT,EYEPOINT INC,Health Care,small,13.77,16.2,12.97,3.23,-9.36,,STRONG_DOWN,-8.63,-0.85,-7.78,-8.63,74.71,LOW,0.4753,-,1,26.039,period_1,2026-03-30,19
361,KDP,Keurig Dr Pepper,Consumer Staples,large,29.22,10.47,12.97,-2.5,9.53,,STRONG_UP,-4.31,-0.85,-3.46,0.0,86.67,MED,1.3714,-,1,26.039,period_1,2026-03-30,19
362,ARRY,ARRAY TECHNOLOGIES INC,Industrials,small,8.11,17.88,12.97,4.91,5.14,,STRONG_UP,-9.54,-0.85,-8.69,0.0,71.25,LOW,0.5595,-,0,25.946,period_1,2026-03-30,19
363,EQIX,Equinix,Real Estate,large,1108.76,15.01,12.97,2.04,-0.3,,STRONG_DOWN,-0.87,-0.85,-0.02,-0.59,83.53,LOW,0.9575,-,1,25.881,period_1,2026-03-30,19
364,ESE,ESCO TECHNOLOGIES INC,Industrials,mid,319.9,18.96,12.97,5.99,0.77,,STRONG_DOWN,-5.79,-0.85,-4.94,0.0,73.33,HIGH,1.5372,-,1,25.877,period_1,2026-03-30,19
365,IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,small,55.91,14.43,12.97,1.46,4.4,,STRONG_UP,-5.09,-0.85,-4.24,0.0,80.0,MED,1.1035,-,1,25.856,period_1,2026-03-30,19
366,NXPI,NXP Semiconductors,Information Technology,large,244.04,30.23,12.97,17.26,9.52,,STRONG_DOWN,-1.17,-0.85,-0.32,0.0,62.83,MED,1.2039,-,1,25.849,period_1,2026-03-30,19
367,INSW,INTERNATIONAL SEAWAYS INC,Energy,mid,79.55,12.15,12.97,-0.82,1.96,,STRONG_UP,-5.13,-0.85,-4.28,0.0,82.95,LOW,0.9674,-,1,25.841,period_1,2026-03-30,19
368,GNRC,Generac,Industrials,large,220.93,19.1,12.97,6.13,0.95,,STRONG_DOWN,-3.99,-0.85,-3.14,0.0,74.58,LOW,0.6047,-,1,25.768,period_1,2026-03-30,19
369,CEG,Constellation Energy,Utilities,large,313.53,5.0,12.97,-7.97,8.29,,STRONG_UP,-8.72,-0.85,-7.87,0.0,88.46,MED,1.0462,SHIFT,0,25.711,period_1,2026-03-30,19
370,PI,IMPINJ INC,Information Technology,mid,123.91,28.98,12.97,16.01,9.05,,STRONG_DOWN,-3.86,-0.85,-3.01,0.0,61.26,LOW,0.552,SHIFT,0,25.685,period_1,2026-03-30,19
371,MET,MetLife,Financials,large,77.7,13.81,12.97,0.84,-0.74,,STRONG_DOWN,-2.59,-0.85,-1.74,-0.49,82.56,LOW,0.89,-,1,25.626,period_1,2026-03-30,19
372,DCO,DUCOMMUN INC,Industrials,small,139.41,19.05,12.97,6.08,-2.57,,STRONG_DOWN,-3.72,-0.85,-2.87,-2.62,74.17,MED,1.377,-,1,25.544,period_1,2026-03-30,19
373,GIII,G III APPAREL GROUP LTD,Consumer Discretionary,small,31.36,16.11,12.97,3.14,-0.83,,STRONG_DOWN,-1.82,-0.85,-0.97,-1.69,79.86,LOW,0.6637,-,1,25.505,period_1,2026-03-30,19
374,AMAT,Applied Materials,Information Technology,large,417.04,29.07,12.97,16.1,5.75,,STRONG_DOWN,-2.4,-0.85,-1.55,0.0,61.78,LOW,0.8682,-,1,25.439,period_1,2026-03-30,19
375,TPC,TUTOR PERINI CORP,Industrials,mid,86.76,19.13,12.97,6.16,2.08,,STRONG_DOWN,-2.39,-0.85,-1.54,0.0,75.0,LOW,0.6533,-,1,25.426,period_1,2026-03-30,19
376,CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,mid,539.59,15.74,12.97,2.77,-0.8,,STRONG_DOWN,-3.91,-0.85,-3.06,-0.06,77.78,LOW,0.4999,SHIFT,0,25.36,period_1,2026-03-30,19
377,TFC,Truist Financial,Financials,large,50.73,13.64,12.97,0.67,-0.95,,STRONG_DOWN,-2.08,-0.85,-1.23,-1.3,82.21,LOW,0.7492,-,1,25.3,period_1,2026-03-30,19
378,FIGS,FIGS INC CLASS A,Consumer Discretionary,mid,16.51,14.65,12.97,1.68,2.52,,STRONG_UP,-9.28,-0.85,-8.43,0.0,73.61,HIGH,1.5259,-,1,25.284,period_1,2026-03-30,19
379,ABNB,Airbnb,Consumer Discretionary,large,142.82,16.02,12.97,3.05,-1.27,,STRONG_DOWN,-1.86,-0.85,-1.01,-0.94,79.17,LOW,0.6246,-,1,25.274,period_1,2026-03-30,19
380,POOL,Pool Corporation,Consumer Discretionary,mid,232.55,15.99,12.97,3.02,-0.54,,STRONG_DOWN,-2.37,-0.85,-1.52,-0.71,78.47,MED,1.2591,SHIFT,0,25.205,period_1,2026-03-30,19
381,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,small,15.53,15.72,12.97,2.75,-7.07,,STRONG_DOWN,-8.74,-0.85,-7.89,-7.67,72.37,LOW,0.4227,-,0,25.178,period_1,2026-03-30,19
382,WERN,WERNER ENTERPRISES INC,Industrials,small,33.83,18.63,12.97,5.66,0.25,,STRONG_DOWN,-4.31,-0.85,-3.46,-0.24,72.92,LOW,,-,1,25.178,period_1,2026-03-30,19
383,IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Health Care,small,10.57,15.9,12.97,2.93,-6.02,,STRONG_DOWN,-7.53,-0.85,-6.68,-5.29,73.15,LOW,0.7634,-,0,25.121,period_1,2026-03-30,19
384,PYPL,PayPal,Financials,large,50.48,13.01,12.97,0.04,-2.64,,STRONG_DOWN,-3.32,-0.85,-2.47,-1.9,81.14,LOW,0.3561,SHIFT,0,25.099,period_1,2026-03-30,19
385,HOPE,HOPE BANCORP INC,Financials,small,12.43,13.21,12.97,0.24,-2.48,,STRONG_DOWN,-2.21,-0.85,-1.36,-1.74,81.85,LOW,0.9774,-,1,25.059,period_1,2026-03-30,19
386,CALY,CALLAWAY GOLF COMPANY,Consumer Discretionary,mid,15.31,15.46,12.97,2.49,-0.01,,STRONG_DOWN,-3.93,-0.85,-3.08,-0.33,77.08,LOW,0.4512,-,1,25.044,period_1,2026-03-30,19
387,APOG,APOGEE ENTERPRISES INC,Industrials,small,38.29,18.03,12.97,5.06,4.54,,STRONG_DOWN,-5.8,-0.85,-4.95,0.0,71.67,LOW,,-,0,25.01,period_1,2026-03-30,19
388,AZZ,AZZ INC,Industrials,mid,143.33,18.54,12.97,5.57,3.67,,STRONG_DOWN,-4.02,-0.85,-3.17,-2.22,72.5,HIGH,1.5615,-,1,24.929,period_1,2026-03-30,19
389,CENX,CENTURY ALUMINUM,Materials,mid,60.74,14.07,12.97,1.1,-1.7,,STRONG_DOWN,-11.88,-0.85,-11.03,-10.6,70.59,LOW,0.473,-,1,24.926,period_1,2026-03-30,19
390,TGTX,TG THERAPEUTICS INC,Health Care,mid,36.62,16.22,12.97,3.25,-1.66,,STRONG_DOWN,-4.41,-0.85,-3.56,-4.41,75.1,LOW,0.7378,-,1,24.898,period_1,2026-03-30,19
391,KKR,KKR & Co.,Financials,large,101.83,12.69,12.97,-0.28,-2.75,,STRONG_DOWN,-4.04,-0.85,-3.19,-3.86,80.07,LOW,0.3046,SHIFT,0,24.866,period_1,2026-03-30,19
392,KEYS,Keysight Technologies,Information Technology,large,346.96,28.79,12.97,15.82,2.79,,STRONG_DOWN,-1.77,-0.85,-0.92,0.0,60.73,LOW,0.6603,-,1,24.823,period_1,2026-03-30,19
393,BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,mid,49.72,18.35,12.97,5.38,0.92,,STRONG_DOWN,-1.23,-0.85,-0.38,0.0,75.0,HIGH,1.6015,-,1,24.766,period_1,2026-03-30,19
394,ATRO,ASTRONICS CORP,Industrials,mid,73.23,17.51,12.97,4.54,-6.48,,STRONG_DOWN,-6.46,-0.85,-5.61,-5.74,70.83,LOW,0.497,-,1,24.748,period_1,2026-03-30,19
395,ADNT,ADIENT PLC,Consumer Discretionary,small,22.14,15.25,12.97,2.28,-1.59,,STRONG_DOWN,-3.89,-0.85,-3.04,-0.85,76.39,LOW,0.6695,-,1,24.741,period_1,2026-03-30,19
396,MNST,Monster Beverage,Consumer Staples,large,78.23,9.69,12.97,-3.28,0.56,,STRONG_UP,-2.54,-0.85,-1.69,0.0,85.0,LOW,0.7108,-,1,24.695,period_1,2026-03-30,19
397,WGS,GENEDX HOLDINGS CORP CLASS A,Health Care,small,68.53,14.96,12.97,1.99,-2.43,,STRONG_DOWN,-10.87,-0.85,-10.02,-1.86,69.26,LOW,0.6186,-,0,24.58,period_1,2026-03-30,19
398,ZYME,ZYMEWORKS INC,Health Care,small,28.1,16.07,12.97,3.1,0.16,,STRONG_DOWN,-4.31,-0.85,-3.46,-1.51,74.32,LOW,0.8897,-,1,24.574,period_1,2026-03-30,19
399,DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,mid,95.21,21.57,12.97,8.6,5.56,,STRONG_DOWN,-18.4,-0.85,-17.55,-0.68,52.88,LOW,0.3271,-,1,24.569,period_1,2026-03-30,19
400,SKYT,SKYWATER TECHNOLOGY INC,Information Technology,small,33.58,28.27,12.97,15.3,-0.26,,STRONG_DOWN,-2.54,-0.85,-1.69,-2.07,59.69,LOW,0.6185,-,1,24.534,period_1,2026-03-30,19
401,WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy,mid,16.74,9.99,12.97,-2.98,10.57,,STRONG_UP,-5.66,-0.85,-4.81,-0.18,80.68,HIGH,2.9588,-,1,24.455,period_1,2026-03-30,19
402,DLR,Digital Realty,Real Estate,large,200.0,14.17,12.97,1.2,-2.65,,STRONG_DOWN,-1.92,-0.85,-1.07,-1.92,78.82,HIGH,2.2366,-,1,24.447,period_1,2026-03-30,19
403,NX,QUANEX BUILDING PRODUCTS CORP,Industrials,small,20.45,17.33,12.97,4.36,-3.22,,STRONG_DOWN,-5.9,-0.85,-5.05,-2.48,70.42,LOW,0.7166,-,1,24.385,period_1,2026-03-30,19
404,FBP,FIRST BANCORP,Financials,mid,23.41,12.28,12.97,-0.69,-1.25,,STRONG_DOWN,-3.78,-0.85,-2.93,-3.78,79.0,MED,1.29,-,1,24.303,period_1,2026-03-30,19
405,NEO,NEOGENOMICS INC,Health Care,small,8.29,15.14,12.97,2.17,-0.01,,STRONG_DOWN,-8.87,-0.85,-8.02,-4.49,70.04,LOW,0.6789,-,0,24.286,period_1,2026-03-30,19
406,PFG,Principal Financial Group,Financials,large,99.34,12.59,12.97,-0.38,2.54,,STRONG_UP,-2.55,-0.85,-1.7,0.0,79.72,MED,1.3996,-,1,24.274,period_1,2026-03-30,19
407,CRH,CRH plc,Materials,large,118.0,15.79,12.97,2.82,-1.21,,STRONG_DOWN,-2.99,-0.85,-2.14,-0.47,75.0,LOW,0.5778,-,1,24.27,period_1,2026-03-30,19
408,EFC,ELLINGTON FINANCIAL INC,Financials,small,13.14,12.98,12.97,0.01,0.03,,STRONG_UP,-0.94,-0.85,-0.09,0.0,80.78,LOW,0.6057,-,1,24.265,period_1,2026-03-30,19
409,EPC,EDGEWELL PERSONAL CARE,Consumer Staples,small,23.41,9.24,12.97,-3.73,-1.42,,STRONG_UP,-3.31,-0.85,-2.46,-1.43,83.33,LOW,0.8057,-,1,24.245,period_1,2026-03-30,19
410,GATX,GATX CORP,Industrials,mid,198.16,18.53,12.97,5.56,-2.03,,STRONG_DOWN,-2.1,-0.85,-1.25,-1.3,72.08,LOW,0.8535,-,1,24.223,period_1,2026-03-30,19
411,ORCL,Oracle Corporation,Information Technology,large,173.28,25.28,12.97,12.31,-3.16,,STRONG_DOWN,-7.58,-0.85,-6.73,-7.58,57.59,MED,1.0978,SHIFT,0,24.22,period_1,2026-03-30,19
412,VLY,VALLEY NATIONAL,Financials,mid,13.37,12.35,12.97,-0.62,-2.36,,STRONG_DOWN,-2.9,-0.85,-2.05,-2.9,79.36,LOW,0.8665,-,1,24.175,period_1,2026-03-30,19
413,RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,mid,102.21,13.6,12.97,0.63,-2.77,,STRONG_DOWN,-3.96,-0.85,-3.11,-2.03,76.47,MED,1.0288,-,1,24.126,period_1,2026-03-30,19
414,MTH,MERITAGE CORP,Consumer Discretionary,mid,69.07,14.98,12.97,2.01,-1.26,,STRONG_DOWN,-3.55,-0.85,-2.7,-1.19,75.0,MED,1.0322,SHIFT,0,24.114,period_1,2026-03-30,19
415,TGT,Target Corporation,Consumer Staples,large,129.26,8.82,12.97,-4.15,-1.44,,STRONG_UP,-4.96,-0.85,-4.11,-2.15,81.67,LOW,0.5224,-,1,24.074,period_1,2026-03-30,19
416,BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,mid,48.16,15.94,12.97,2.97,-0.0,,STRONG_DOWN,-3.58,-0.85,-2.73,0.0,73.54,LOW,0.9125,-,1,24.069,period_1,2026-03-30,19
417,COCO,THE VITA COCO COMPANY INC,Consumer Staples,mid,50.39,8.32,12.97,-4.65,5.41,,STRONG_UP,-8.67,-0.85,-7.82,-1.2,78.33,LOW,0.7988,-,1,23.985,period_1,2026-03-30,19
418,FET,FORUM ENERGY TECHNOLOGIES INC,Energy,small,61.93,8.33,12.97,-4.64,12.21,,STRONG_UP,-10.82,-0.85,-9.97,0.0,76.14,LOW,0.3923,-,1,23.977,period_1,2026-03-30,19
419,MAR,Marriott International,Consumer Discretionary,large,367.15,14.98,12.97,2.01,-3.79,,STRONG_DOWN,-3.06,-0.85,-2.21,-3.06,75.0,LOW,0.7106,-,1,23.967,period_1,2026-03-30,19
420,SPNT,SIRIUSPOINT LTD,Financials,mid,23.76,12.23,12.97,-0.74,1.02,,STRONG_UP,-3.01,-0.85,-2.16,0.0,78.65,LOW,0.6823,-,1,23.947,period_1,2026-03-30,19
421,CMC,COMMERCIAL METALS,Materials,mid,69.18,15.5,12.97,2.53,1.69,,STRONG_DOWN,-3.34,-0.85,-2.49,-0.52,73.53,LOW,0.6602,-,1,23.818,period_1,2026-03-30,19
422,INDV,INDIVIOR PHARMACEUTICALS INC,Health Care,mid,33.23,15.46,12.97,2.49,1.76,,STRONG_DOWN,-5.48,-0.85,-4.63,-0.48,71.21,LOW,0.3497,-,1,23.748,period_1,2026-03-30,19
423,OMCL,OMNICELL INC,Health Care,small,37.37,15.52,12.97,2.55,-1.87,,STRONG_DOWN,-4.99,-0.85,-4.14,-2.38,71.6,LOW,0.7244,-,1,23.742,period_1,2026-03-30,19
424,HUBB,Hubbell Incorporated,Industrials,large,553.07,17.16,12.97,4.19,0.52,,STRONG_DOWN,-4.38,-0.85,-3.53,-0.86,70.0,LOW,0.8075,-,1,23.735,period_1,2026-03-30,19
425,AXSM,AXSOME THERAPEUTICS INC,Health Care,mid,185.96,15.86,12.97,2.89,-2.18,,STRONG_DOWN,-3.32,-0.85,-2.47,-1.6,72.76,LOW,0.9006,-,1,23.725,period_1,2026-03-30,19
426,BKE,BUCKLE INC,Consumer Discretionary,mid,56.15,14.53,12.97,1.56,-0.36,,STRONG_DOWN,-4.78,-0.85,-3.93,-0.44,72.92,LOW,0.487,-,1,23.679,period_1,2026-03-30,19
427,GRMN,Garmin,Consumer Discretionary,large,259.39,14.77,12.97,1.8,-3.78,,STRONG_DOWN,-3.04,-0.85,-2.19,-3.04,74.31,LOW,0.8218,-,1,23.67,period_1,2026-03-30,19
428,AAT,AMERICAN ASSETS TRUST REIT INC,Real Estate,small,20.91,13.83,12.97,0.86,-0.35,,STRONG_DOWN,-0.91,-0.85,-0.06,0.0,77.65,LOW,0.4992,-,1,23.657,period_1,2026-03-30,19
429,FITB,Fifth Third Bancorp,Financials,large,49.66,12.15,12.97,-0.82,-3.33,,STRONG_DOWN,-2.82,-0.85,-1.97,-2.82,77.94,LOW,0.3864,-,1,23.645,period_1,2026-03-30,19
430,STEP,STEPSTONE GROUP INC CLASS A,Financials,mid,51.82,11.42,12.97,-1.55,-6.79,,STRONG_DOWN,-7.97,-0.85,-7.12,-7.97,73.67,MED,1.061,SHIFT,0,23.617,period_1,2026-03-30,19
431,RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,mid,23.65,14.25,12.97,1.28,2.22,,STRONG_UP,-7.01,-0.85,-6.16,0.0,70.83,LOW,0.5152,-,1,23.609,period_1,2026-03-30,19
432,GBCI,GLACIER BANCORP INC,Financials,mid,48.72,12.16,12.97,-0.81,-2.15,,STRONG_DOWN,-2.32,-0.85,-1.47,-1.42,78.29,MED,1.1732,-,1,23.604,period_1,2026-03-30,19
433,TBBK,BANCORP INC,Financials,mid,57.91,11.56,12.97,-1.41,-5.74,,STRONG_DOWN,-6.14,-0.85,-5.29,-6.14,75.09,LOW,0.9485,SHIFT,0,23.55,period_1,2026-03-30,19
434,DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,small,7.46,12.84,12.97,-0.13,0.62,,STRONG_UP,-6.58,-0.85,-5.73,0.0,72.94,LOW,0.5266,-,1,23.549,period_1,2026-03-30,19
435,LW,Lamb Weston,Consumer Staples,mid,44.32,8.23,12.97,-4.74,-4.39,,STRONG_UP,-8.94,-0.85,-8.09,-3.65,76.67,LOW,0.3919,SHIFT,0,23.532,period_1,2026-03-30,19
436,ORA,ORMAT TECH INC,Utilities,mid,113.36,3.58,12.97,-9.39,0.75,,STRONG_UP,-7.13,-0.85,-6.28,-1.61,84.62,LOW,0.4538,-,1,23.514,period_1,2026-03-30,19
437,SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,mid,90.46,3.61,12.97,-9.36,-0.1,,STRONG_UP,-5.13,-0.85,-4.28,-2.92,86.54,LOW,0.738,-,1,23.502,period_1,2026-03-30,19
438,IDCC,INTERDIGITAL INC,Information Technology,mid,368.5,25.32,12.97,12.35,-0.86,,STRONG_DOWN,-4.49,-0.85,-3.64,-2.09,58.12,LOW,0.6446,-,1,23.468,period_1,2026-03-30,19
439,CVLT,COMMVAULT SYSTEMS INC,Information Technology,mid,93.92,24.93,12.97,11.96,-2.8,,STRONG_DOWN,-6.0,-0.85,-5.15,-2.06,57.07,LOW,0.4507,SHIFT,0,23.45,period_1,2026-03-30,19
440,FFBC,FIRST FINANCIAL BANCORP,Financials,mid,30.58,12.01,12.97,-0.96,2.33,,STRONG_UP,-3.05,-0.85,-2.2,0.0,77.22,HIGH,1.6118,-,1,23.442,period_1,2026-03-30,19
441,TK,TEEKAY CORPORATION CORP LTD,Energy,small,12.96,8.72,12.97,-4.25,-1.43,,STRONG_UP,-6.22,-0.85,-5.37,-0.69,78.41,LOW,0.7119,-,1,23.434,period_1,2026-03-30,19
442,JANX,JANUX THERAPEUTICS INC,Health Care,small,15.01,15.2,12.97,2.23,-6.16,,STRONG_DOWN,-5.42,-0.85,-4.57,-5.42,70.43,LOW,0.4954,-,0,23.392,period_1,2026-03-30,19
443,TTD,Trade Desk (The),Communication Services,large,23.97,8.91,12.97,-4.06,-1.07,,STRONG_UP,-11.46,-0.85,-10.61,-0.33,72.73,MED,1.0565,PROGRESS,0,23.378,period_1,2026-03-30,19
444,GKOS,GLAUKOS CORP,Health Care,mid,121.48,15.68,12.97,2.71,-3.2,,STRONG_DOWN,-3.14,-0.85,-2.29,-2.65,71.98,LOW,0.6327,-,1,23.365,period_1,2026-03-30,19
445,FISV,Fiserv,Financials,large,60.84,11.57,12.97,-1.4,-5.88,,STRONG_DOWN,-5.14,-0.85,-4.29,-5.14,75.44,LOW,0.531,SHIFT,0,23.359,period_1,2026-03-30,19
446,APH,Amphenol,Information Technology,large,149.71,25.65,12.97,12.68,-2.77,,STRONG_DOWN,-3.06,-0.85,-2.21,-2.03,58.64,LOW,0.4709,-,1,23.327,period_1,2026-03-30,19
447,SLB,Schlumberger,Energy,large,56.15,8.97,12.97,-4.0,6.83,,STRONG_UP,-4.06,-0.85,-3.21,0.0,79.55,MED,1.2321,-,1,23.228,period_1,2026-03-30,19
448,DECK,Deckers Brands,Consumer Discretionary,large,108.53,14.28,12.97,1.31,-3.01,,STRONG_DOWN,-4.28,-0.85,-3.43,-3.53,72.22,LOW,0.4534,-,1,23.219,period_1,2026-03-30,19
449,NVDA,Nvidia,Information Technology,large,208.27,26.09,12.97,13.12,2.34,,STRONG_DOWN,-1.41,-0.85,-0.56,0.0,59.16,MED,1.2296,-,1,23.164,period_1,2026-03-30,19
450,PSMT,PRICESMART INC,Consumer Staples,mid,161.1,8.73,12.97,-4.24,0.46,,STRONG_UP,-3.64,-0.85,-2.79,-0.65,80.0,LOW,0.9321,-,1,23.141,period_1,2026-03-30,19
451,PII,POLARIS INC,Consumer Discretionary,mid,60.04,12.41,12.97,-0.56,-1.79,,STRONG_DOWN,-16.72,-0.85,-15.87,-2.23,61.81,MED,1.2139,-,1,23.08,period_1,2026-03-30,19
452,GL,Globe Life,Financials,large,152.56,12.07,12.97,-0.9,0.23,,STRONG_UP,-1.36,-0.85,-0.51,-0.92,77.58,MED,1.3376,-,1,23.067,period_1,2026-03-30,19
453,SPXC,SPX TECHNOLOGIES INC,Industrials,mid,222.82,16.84,12.97,3.87,1.66,,STRONG_DOWN,-4.25,-0.85,-3.4,-0.89,68.33,LOW,0.6454,-,1,23.067,period_1,2026-03-30,19
454,JOE,ST JOE,Real Estate,mid,71.01,13.34,12.97,0.37,2.18,,STRONG_UP,-1.77,-0.85,-0.92,0.0,75.29,LOW,0.6511,-,1,23.011,period_1,2026-03-30,19
